Column1,names,allpos,pvalRandom,pvalFamily,average
1687,umc1705,3755.81,0.004496477,0.010661601,0.007579039
327,csu374b,640.71,3.15E-06,0.015349967,0.007676557
1718,gpm5,3794.08,0.005141487,0.01047231,0.007806899
2217,umc1378,4782.4,0.01571271,1.69E-10,0.007856355
2687,gpm408e,5890.02,7.32E-06,0.015764071,0.007885696
1998,bnlg2191,4353.76,0.015299782,0.000544812,0.007922297
2646,gpm204b,5787.49,0.009053115,0.006886416,0.007969766
1115,gpm588a,2347.02,0.000708083,0.015476513,0.008092298
2774,gpm547b,6158.94,0.013859701,0.00238464,0.008122171
800,gpm683c,1662.95,0.016459378,4.15E-06,0.008231764
2954,umc2346,6506.75,0.001406198,0.015114135,0.008260166
1631,IDP2389,3631.85,0.015659058,0.001069657,0.008364357
1263,gpm880d,2755,0.003542996,0.013226178,0.008384587
744,gpm788b,1548.11,0.016214929,0.000573051,0.00839399
130,gpm101a,267.73,2.04E-05,0.016943722,0.008482061
1730,isu61e,3803.72,0.016960519,3.16E-05,0.00849606
234,umc2231,451.88,0.016875691,0.000224342,0.008550017
328,IDP198,644.4,2.26E-05,0.017110472,0.008566513
1712,IDP3908,3784.18,3.10E-05,0.01731758,0.008674296
126,fad8,259.04,0.000912359,0.016609859,0.008761109
682,gpm653a,1484.91,0.015219695,0.002360951,0.008790323
1053,gpm370,2200.06,0.005222072,0.012389061,0.008805567
3018,IDP103,6760.63,0.017152523,0.000479407,0.008815965
324,umc2238,636.71,1.14E-06,0.017790623,0.008895879
1847,npi458a,4014.77,0.017642412,0.000212413,0.008927412
2175,gpm445a,4672.59,0.017358035,0.000669466,0.00901375
2831,umc1599,6275.18,0.018210355,8.18E-09,0.009105181
1123,gpm34b,2355.3,0.00026498,0.018010255,0.009137618
650,AI714808,1437.13,0.018501707,0.000119462,0.009310585
984,gpm509,2106.67,0.015819401,0.002959513,0.009389457
2271,npi600,4922.43,0.011972931,0.006885823,0.009429377
1789,IDP3885,3890.93,5.10E-06,0.018869436,0.009437267
1181,umc2274,2478.72,0.005357195,0.013562774,0.009459984
2106,gpm410,4528.61,0.018939199,3.22E-06,0.00947121
326,IDP716,639.93,9.34E-06,0.019189068,0.009599204
832,isu115,1716.3,0.008202298,0.011135963,0.00966913
3013,gpm220,6738.29,0.018552066,0.000786952,0.009669509
1443,bnlg1189,3188.07,0.000813335,0.018593948,0.009703641
2303,AY109809,4947.54,0.015754159,0.003703872,0.009729016
1126,IDP149,2360.3,0.001081621,0.018434488,0.009758055
1731,isu61c,3803.92,0.01956476,3.34E-06,0.00978405
2108,gpm579,4531.49,0.019282954,0.000487023,0.009884989
2978,dupssr29,6601.67,0.000249283,0.019658128,0.009953706
2002,mmp65,4357.66,0.020018493,0.000366733,0.010192613
920,bnlg1447,1999.41,0.020412133,2.48E-05,0.010218466
248,gpm29,479.54,0.020473963,1.86E-05,0.010246281
1717,gpm83c,3789.03,0.013031447,0.007519728,0.010275587
2847,ensl016,6294.35,0.020595213,1.87E-05,0.010306957
1469,IDP100,3240.77,0.020761753,1.78E-05,0.010389776
2995,gpm677b,6654.79,0.020448079,0.000419919,0.010433999
1997,psr129b,4352.96,0.020471258,0.00044931,0.010460284
1114,umc1644,2343.2,3.17E-05,0.021149837,0.01059079
2853,AW257883,6298.78,0.021539031,0.000101539,0.010820285
2438,gpm683b,5253.52,0.021736621,1.12E-05,0.01087391
834,bnlg1940,1718.7,0.010136958,0.011674176,0.010905567
3210,gpm762b,7132.89,0.021837957,2.00E-07,0.010919078
2941,ufg24,6437.65,0.019171693,0.002774782,0.010973237
2257,gpm804,4906.53,0.020915823,0.001349398,0.01113261
1706,gpm157,3778.14,0.001553167,0.021106597,0.011329882
2754,gpm493b,6102.11,0.012762656,0.009916148,0.011339402
1535,gpm296a,3390.86,0.006404853,0.016376901,0.011390877
2975,AY110382,6596.47,2.66E-06,0.022863952,0.011433307
2407,umc1251,5167.19,5.92E-06,0.022913243,0.011459584
2442,IDP2594,5267.91,0.00272371,0.020536896,0.011630303
133,gpm567,270.13,2.89E-05,0.023274107,0.011651498
1574,gpm182,3488.68,0.023303703,1.81E-07,0.011651942
1125,csu191,2358.1,0.00100238,0.022370777,0.011686578
1050,IDP3883,2196.77,0.004331414,0.019073473,0.011702444
913,bnlg1144,1947.01,0.023509364,1.15E-06,0.011755257
1723,mmp108a,3799.32,0.020265897,0.003323643,0.01179477
1109,gpm298,2334.98,8.97E-08,0.023629379,0.011814734
672,mmp89,1472.42,0.011515358,0.012198459,0.011856908
2507,gpm634,5510.1,0.023741735,4.46E-08,0.01187089
2266,umc2327,4913.03,0.005830198,0.018076441,0.01195332
2107,pmg1,4531.01,0.023822032,0.000226407,0.012024219
2824,IDP4017,6271.38,0.024275029,4.62E-10,0.012137515
3214,umc1084,7135.81,0.022703621,0.001580976,0.012142299
2647,IDP2146,5809.59,0.023463856,0.00082781,0.012145833
2105,umc2320,4528.01,0.02428366,8.16E-06,0.01214591
185,umc2228,390.16,0.02438749,2.68E-09,0.012193746
1124,IDP1680,2357.88,0.001244162,0.023419519,0.01233184
2583,IDP179,5675.22,0.006878891,0.017786646,0.012332768
937,umc2000,2036.91,0.024636585,6.34E-05,0.012349992
1909,umc49f,4205,0.024983267,0.000342355,0.012662811
2721,npi112b,5964.39,0.025360082,3.30E-05,0.012696541
1541,gpm875,3409.69,0.025402996,1.63E-06,0.012702313
2695,npi414a,5909.89,0.008815117,0.016793086,0.012804102
2477,IDP1958,5403.09,0.025785798,1.40E-05,0.012899899
1394,nfd104e,3068.37,0.025333063,0.000535259,0.012934161
120,IDP1632,256.7,0.002982019,0.023019592,0.013000806
1910,isu139,4222.3,0.026072151,4.81E-05,0.013060126
3153,gpm460b,6992.33,0.015071765,0.011174298,0.013123031
1728,mmp191a,3803.1,0.024578143,0.001861472,0.013219807
1597,IDP440,3557.7,0.010881138,0.015625529,0.013253334
1166,gpm219,2442.69,0.003416591,0.023189459,0.013303025
2478,gpm865,5404.47,0.026754709,5.83E-06,0.01338027
941,umc1495,2047.41,0.026451767,0.000614058,0.013532913
678,IDP2468,1479.72,0.010270872,0.017039874,0.013655373
116,IDP142,252.7,0.026536666,0.000781615,0.013659141
1894,AY105910,4171.78,0.001903771,0.025632298,0.013768035
2222,umc1672,4798.8,0.027540565,0.000210949,0.013875757
163,gpm364,335.61,0.023197827,0.004637126,0.013917476
738,IDP866,1528.42,0.027341948,0.000540667,0.013941308
1396,nfa104,3074.96,0.027934494,2.94E-05,0.013981947
1788,csu308,3886.26,4.98E-06,0.028000666,0.014002821
1729,gpm38,3803.37,0.028309495,0.000271327,0.014290411
2835,asg63a,6283.08,0.028562691,0.000178387,0.014370539
771,bnlg1633,1597.3,0.028406343,0.000397746,0.014402044
2277,gpm754b,4927.28,0.00130385,0.027506722,0.014405286
2694,bnlg1828,5906.89,0.001377228,0.027778272,0.01457775
321,umc2239,629.01,0.000198226,0.0291653,0.014681763
1468,IDP1991,3238.96,0.029651312,7.33E-06,0.014829321
2397,IDP3815,5145.38,0.026835275,0.00300744,0.014921358
3064,php20646,6875.13,0.029125468,0.000851952,0.01498871
1120,gpm716b,2351.84,0.000882365,0.029472307,0.015177336
2109,mbd101b,4532.15,0.030350253,0.000353888,0.01535207
1426,IDP2349,3135.98,0.03011499,0.000830254,0.015472622
2116,gpm193a,4554.82,0.00321906,0.027787356,0.015503208
241,mmp124,467.79,0.031202553,1.16E-06,0.015601857
2911,gpm263,6372.8,0.000140958,0.031601882,0.01587142
2288,mmp187,4936.33,0.023899351,0.008027511,0.015963431
2976,bnlg619,6599.57,0.000222728,0.031707732,0.01596523
1671,cdo795b,3729.51,0.007496376,0.02446188,0.015979128
1128,gpm416b,2361.51,0.002079884,0.029953058,0.016016471
2204,umc2324,4749.64,0.030038223,0.002063327,0.016050775
1602,gpm666a,3566.23,0.002379581,0.029788127,0.016083854
115,IDP112,251.06,0.025198783,0.007295666,0.016247225
377,npi120,764.34,1.04E-06,0.03263712,0.016319081
1043,umc1167,2189.27,0.011741824,0.021139649,0.016440736
376,chr124,760.64,1.04E-05,0.033227554,0.01661899
2293,umc1879,4938.44,0.030926041,0.002942981,0.016934511
3231,bnlg1450,7173.81,0.033855947,0.000197587,0.017026767
2805,lim101,6247.32,0.034094353,2.56E-07,0.017047305
2436,gpm683a,5250.27,0.034083757,4.45E-05,0.017064128
2115,gpm706e,4553.95,0.034563268,0.000195181,0.017379224
921,umc2259,2001.71,0.034675838,0.000119407,0.017397623
2270,gpm831,4920.48,0.00863154,0.026293705,0.017462623
677,gpm926c,1477.92,0.02107098,0.013860427,0.017465703
1284,IDP3934,2846.33,0.026618039,0.008745546,0.017681792
671,umc2250,1470.02,0.031995504,0.003413751,0.017704627
119,asg26,256.24,0.003920377,0.031776654,0.017848515
1093,BE639846,2293.7,0.007689441,0.028076255,0.017882848
225,gpm519,438.44,0.032251623,0.003519999,0.017885811
2176,AY110400,4677.43,0.036506854,8.11E-08,0.018253468
2962,mmp110,6549.75,0.029350337,0.007425103,0.01838772
597,gpm651b,1325.03,0.008953175,0.027969067,0.018461121
3209,agrr37c,7132.3,0.037034444,7.84E-06,0.018521142
1887,umc57d,4153.58,0.004287988,0.033005645,0.018646817
17,gpm331,38.71,0.000139115,0.037279395,0.018709255
151,AY110393,301.15,0.006755289,0.030744813,0.018750051
1450,AY109534,3212.17,0.037621876,6.35E-06,0.018814113
2825,gpm566a,6271.64,0.037629379,3.22E-08,0.018814705
3011,gpm822,6720.88,0.0206367,0.017613321,0.01912501
2102,umc2321,4524.11,0.03906941,2.12E-05,0.019545305
2861,rz682,6303.29,0.019970414,0.01920464,0.019587527
901,umc2049,1908.71,0.031886735,0.007313461,0.019600098
3015,csu1061b,6745.8,0.03937487,1.33E-06,0.0196881
2534,IDP422,5573.77,0.007843379,0.032247279,0.020045329
187,gpm815a,391.64,0.040403174,3.88E-08,0.020201606
1412,nfd105,3108.43,0.036502153,0.004843394,0.020672773
243,umc1395,470.09,0.041492404,9.26E-05,0.020792502
2827,gpm820a,6273.2,0.04162778,5.94E-07,0.020814187
1536,gpm450a,3391.76,0.010851029,0.030946037,0.020898533
1568,IDP3969,3475.41,0.041090366,0.000750267,0.020920316
2508,hon107b,5510.58,0.042106584,3.08E-07,0.021053446
177,ufg77,371.56,0.032466891,0.009688607,0.021077749
2855,umc114,6299.38,0.042073661,0.000144556,0.021109108
1425,IDP1684,3133.77,0.037505799,0.004736744,0.021121272
211,IDP1457,430.79,0.04250503,3.06E-09,0.021252517
1792,IDP1396,3892.21,6.03E-05,0.042664316,0.021362301
1441,IDP1671,3181.68,0.011983428,0.031056661,0.021520044
2961,bnl5.09a,6545.25,0.043053318,7.13E-06,0.021530224
1667,gpm56a,3724.53,0.031930583,0.01136459,0.021647587
3016,IDP258,6748.84,0.043509754,1.68E-06,0.021755717
1950,gpm491,4290.31,0.041684611,0.001881135,0.021782873
1122,IDP3874,2353.81,0.001179706,0.042899591,0.022039649
1884,IDP4002,4146.23,0.012866533,0.031246331,0.022056432
1282,gpm848b,2836.95,0.033418002,0.010739581,0.022078792
2244,o2,4877.42,0.002565281,0.041709564,0.022137423
1424,IDP1943,3133.76,0.036356632,0.007993667,0.02217515
2162,gpm299b,4639.47,0.029420515,0.015023182,0.022221849
1034,chr109b,2182.84,0.013282734,0.031221891,0.022252312
3065,umc1381,6877.03,0.041822687,0.002771499,0.022297093
118,IDP81,254.78,0.043671079,0.00092806,0.02229957
2801,AY109570,6241.42,0.038967152,0.006088382,0.022527767
1882,umc1792,4140.88,0.020885567,0.024407499,0.022646533
1047,umc1501,2195.48,0.040235191,0.005707458,0.022971324
2460,umc1406,5353.99,0.046186904,6.05E-05,0.023123702
1145,umc1767,2412.11,0.045217471,0.001031882,0.023124676
1285,IDP2397,2859,0.031475425,0.014842186,0.023158805
1253,gpm253a,2685.78,0.04647991,9.99E-05,0.023289905
3202,IDP435,7105.94,0.003341944,0.043359874,0.023350909
2295,mmp26,4939.44,0.040189781,0.006525239,0.02335751
1670,mmp112,3727.71,0.009303202,0.038121661,0.023712431
1401,IDP2356,3089.68,0.046674531,0.000829539,0.023752035
828,mmc0381,1713.5,0.001687477,0.045837894,0.023762685
3220,npi208b,7144.71,0.042651003,0.004917666,0.023784335
714,npi297,1508.26,0.022157199,0.025415952,0.023786575
1167,gpm700,2442.82,0.001780105,0.046430132,0.024105118
3066,ufg30a,6878.83,0.015214269,0.033364772,0.02428952
2004,IDP2453,4358.62,0.047704175,0.000898109,0.024301142
1655,gpm283c,3697.97,0.002108818,0.046681929,0.024395373
1908,IDP217,4198.1,0.026957137,0.022088921,0.024523029
716,bnlg1831,1509.86,0.03272947,0.016490354,0.024609912
2462,umc2334,5355.49,0.049154381,0.000195606,0.024674993
1300,umc2082,2901.61,0.004487146,0.044958382,0.024722764
3055,lim2,6863.52,0.049560078,6.82E-05,0.024814139
2858,bnl5.04,6301.19,0.049731237,0.000245136,0.024988186
102,bnlg1484,217.34,0.038121535,0.011913993,0.025017764
2826,bcd1421,6272.48,0.050514341,5.72E-08,0.025257199
117,npi242b,253.54,0.049763051,0.001357517,0.025560284
231,umc1626,447.13,0.051201702,1.07E-05,0.025606201
1596,mmp6,3557.4,0.017833224,0.033438197,0.02563571
2841,IDP248,6284.43,0.051444356,3.20E-07,0.025722338
904,umc121,1924.31,0.05150316,1.79E-05,0.02576053
1831,IDP2361,3978.1,2.84E-07,0.051578718,0.025789501
1790,incw1,3891.46,3.65E-07,0.051813377,0.025906871
1462,umc1899,3230.67,0.052055414,5.80E-06,0.026030607
3051,gpm905a,6859.26,0.052261209,1.58E-06,0.026131394
571,gpm398c,1255.38,0.007698156,0.044773809,0.026235982
430,gpm350a,883.48,0.05255342,3.51E-06,0.026278465
1392,mmp149a,3066.46,0.052420505,0.000271693,0.026346099
2138,gtb101,4601.95,2.58E-08,0.052845942,0.026422984
959,mmp36,2073.43,0.050653721,0.00241727,0.026535495
835,gpm574b,1718.71,0.005193666,0.048365312,0.026779489
1288,gpm549,2878.06,0.030299896,0.023407529,0.026853713
2684,gpm44c,5886.67,2.64E-07,0.053943407,0.026971836
679,umc1454,1480.32,0.041886252,0.012277717,0.027081985
2294,uaz187,4938.74,0.047562571,0.006791849,0.02717721
676,uaz262,1477.42,0.032093005,0.023053647,0.027573326
1197,gpm173,2495.42,0.042870683,0.012393653,0.027632168
963,umc1908,2083.63,0.053805165,0.001562279,0.027683722
1840,umc2305,3994.77,0.000311824,0.05530622,0.027809022
940,umc2158,2046.61,0.049077733,0.006565742,0.027821738
1048,IDP474,2195.49,0.049428699,0.006446297,0.027937498
2480,rz382b,5406.7,0.054836696,0.001138646,0.027987671
1344,IDP68,3019.79,0.055997112,5.40E-05,0.028025556
3133,mmp121,6959.7,0.056151565,9.38E-07,0.028076251
1269,mmp192,2773.7,0.019283256,0.037208596,0.028245926
437,gpm266,889.75,0.056732768,2.77E-06,0.028367769
438,gpm277,889.76,0.056732768,2.77E-06,0.028367769
554,umc1980,1216.61,0.03757369,0.019259813,0.028416751
2373,gpm581b,5107.98,0.049056061,0.007822105,0.028439083
3085,gpm737,6901.92,0.039402746,0.017654804,0.028528775
2857,gpm809b,6299.69,0.057026929,8.29E-05,0.028554914
2983,jpsb596,6612.87,0.043959876,0.013620378,0.028790127
1513,nfd107,3344.28,0.017627857,0.039961322,0.02879459
176,ufg13b,367.56,0.01621278,0.041460794,0.028836787
1632,gpm160,3634.38,0.006082818,0.051925332,0.029004075
2036,IDP62,4411.24,0.058309475,0.000126485,0.02921798
2276,gpm187b,4926.22,0.002578484,0.055875036,0.02922676
929,npi276a,2024.01,0.038521194,0.020017405,0.0292693
2985,IDP4024,6624.52,0.053016403,0.005751765,0.029384084
213,gpm787b,431.73,0.058900111,1.20E-06,0.029450656
2773,IDP3817,6154.95,0.012397214,0.047153002,0.029775108
1391,mmp155,3065.56,0.059383673,0.000320201,0.029851937
2332,gpm793,5039.55,0.011144464,0.048846753,0.029995609
2740,bnlg1724,6056.8,0.045867012,0.014264679,0.030065845
1660,bnlg1879,3704.81,0.003507959,0.056650813,0.030079386
1999,gpm246a,4356.16,0.057600854,0.002894388,0.030247621
1528,AY109933,3373.1,0.05935422,0.001268347,0.030311283
1390,umc1702,3065.26,0.060706286,1.96E-05,0.030362943
647,gpm119,1435.83,0.046229605,0.014650574,0.03044009
2096,npi252,4517.11,0.038238616,0.022874843,0.03055673
2676,npi268a,5859.29,0.048715904,0.013252108,0.030984006
2604,bnl2.369,5729.45,3.40E-12,0.062272415,0.031136208
742,umc1108,1542.58,0.059995425,0.002483562,0.031239494
71,lim504,149.93,0.000227656,0.062426365,0.031327011
757,gpm59c,1569.53,0.063173685,0.000199065,0.031686375
2215,gpm837,4778.87,0.063492374,2.33E-07,0.031746303
2269,gpm836,4920.18,0.033793835,0.029942585,0.03186821
605,psr901,1353.22,0.06201305,0.001953595,0.031983322
2856,AY103770,6299.68,0.064123155,0.000125282,0.032124219
893,umc1970,1898.21,0.010635521,0.054520168,0.032577844
431,IDP437,885.15,0.066334514,9.26E-05,0.033213557
2099,AY109873,4519.91,0.012839144,0.054233061,0.033536103
2168,IDP1476,4650.07,0.019245222,0.047835909,0.033540565
1287,IDP85,2872.45,0.050383382,0.017283454,0.033833418
2336,mmp127,5045.24,0.013849275,0.053861657,0.033855466
497,AY110479,1038.2,0.018326239,0.049426477,0.033876358
2794,AY105451,6221.17,0.003900564,0.063970123,0.033935343
1342,umc2282,3014.93,0.067913604,3.18E-07,0.033956961
538,gpm180b,1164.48,0.065198055,0.00280642,0.034002237
2781,IDP3947,6172.37,0.067622888,0.00098738,0.034305134
3206,IDP4016,7120.86,0.005465816,0.06352124,0.034493528
1121,IDP338,2352.4,0.00128388,0.068081747,0.034682814
766,gpm178a,1586.46,0.042407381,0.026990227,0.034698804
453,gpm862,905.85,0.067311702,0.002251313,0.034781507
2391,umc2329,5139.49,0.058092387,0.011609205,0.034850796
1190,bnlg1108,2488.72,0.06955359,0.00020807,0.03488083
1189,umc1915,2487.62,0.069331804,0.000541221,0.034936513
715,pbf1,1509.16,0.033132438,0.036748842,0.03494064
2479,csu319,5405.9,0.070076031,6.19E-05,0.035068965
1343,IDP625,3018.63,0.070276823,2.18E-07,0.03513852
2605,gpm658,5729.82,3.82E-11,0.070327771,0.035163886
2606,umc1130,5730.15,1.34E-09,0.070445454,0.035222728
3010,bnl3.04,6719.6,0.049817781,0.020935449,0.035376615
149,gpm28c,294.93,0.025253548,0.045729765,0.035491657
1341,gpc1,3014.03,0.070985239,1.25E-06,0.035493245
3012,phi041,6720.9,0.033138289,0.038149799,0.035644044
2742,umc1370,6062.7,0.040842775,0.030513498,0.035678137
915,gpm854,1960.35,0.072043335,2.58E-10,0.036021668
2029,npi223a,4401.37,0.072711465,6.25E-08,0.036355764
1100,gpm425a,2316.97,0.008709359,0.064246523,0.036477941
1713,rz242b,3785.52,0.000963812,0.072000722,0.036482267
2212,IDP1402,4768.94,0.073198062,1.64E-07,0.036599113
2680,IDP257,5879,8.45E-05,0.073244171,0.036664318
2519,bcd1823a,5535.61,0.07353992,2.67E-06,0.036771295
3030,IDP1697,6802.7,0.068226715,0.005996643,0.037111679
1825,serk2,3943.37,0.032048504,0.04221684,0.037132672
166,asg30b,339.05,0.069199151,0.005846956,0.037523053
1038,bnlg1035,2183.46,0.033139611,0.042473371,0.037806491
1461,bnlg2244,3227.17,0.075766613,9.61E-06,0.037888111
1119,bnlg1951,2351.7,0.004920672,0.071007389,0.037964031
188,gpm251,393.19,0.076397568,4.59E-08,0.038198807
1035,umc1102,2182.85,0.033270913,0.043703285,0.038487099
2440,gpm151a,5262.96,0.018307714,0.059029167,0.03866844
2283,IDP767,4933.02,0.044409944,0.033041809,0.038725877
1039,AY110352,2185.46,0.023728362,0.053952229,0.038840295
733,umc1080,1521.07,0.077685135,0.000508357,0.039096746
1851,IDP269,4017.62,0.047620487,0.030599544,0.039110016
3219,gpm691a,7143.65,0.074753936,0.003538247,0.039146091
2374,gpm878a,5108.11,0.066553433,0.011806417,0.039179925
2437,ufg57,5252.69,0.078388225,1.03E-05,0.039199262
2335,umc116a,5043.94,0.021537991,0.057338982,0.039438487
2281,gpm106b,4929.37,0.011698753,0.06722696,0.039462857
1148,umc2272,2414.31,0.079195885,0.000116464,0.039656175
212,gpm104,431.65,0.079349104,1.85E-09,0.039674553
1051,IDP2414,2197.1,0.01385455,0.065512307,0.039683428
168,IDP182,342.96,0.074354446,0.005014672,0.039684559
2284,AY110473,4933.03,0.048873436,0.030521302,0.039697369
2205,cdo345c,4750.94,0.077261185,0.002158604,0.039709895
470,gpm164b,949.97,0.078402723,0.001159175,0.039780949
2292,ufg121,4938.14,0.060096044,0.020213552,0.040154798
165,chr125b,338.56,0.077495081,0.0031112,0.040303141
2471,nfc104a,5370.73,0.00203352,0.078600764,0.040317142
105,IDP329,221.79,0.081277652,1.62E-08,0.040638834
964,npi247,2083.83,0.07972681,0.001874778,0.040800794
892,umc1394,1891.81,0.002800299,0.079089356,0.040944828
1116,IDP1440,2347.28,0.00096924,0.081801687,0.041385464
8,gpm319,14.82,0.000297675,0.082630063,0.041463869
2203,IDP3823,4749.61,0.079949557,0.003059218,0.041504388
1416,IDP852,3113.65,0.073381499,0.009780792,0.041581145
2289,psr371b,4937.63,0.065608739,0.017706256,0.041657498
3198,gpm794,7095.71,0.026876864,0.056661065,0.041768965
1200,php10080,2502.53,0.067150173,0.016540614,0.041845394
2461,umc1407,5355.29,0.083557821,0.000147211,0.041852516
1187,gpm892,2483.8,0.044987338,0.038771583,0.04187946
2310,gpm505,4974.48,2.33E-06,0.084937478,0.042469903
2942,umc2134,6449.45,0.085207328,2.26E-06,0.042604794
2103,bnlg1702,4525.81,0.085293086,3.88E-07,0.042646737
1299,gpm523,2900.91,0.020892039,0.064644539,0.042768289
2291,AY106170,4937.93,0.069996992,0.015632085,0.042814539
2517,bnlg2235,5532.41,0.086920299,9.73E-06,0.043465014
2171,mmp50,4653.63,0.023422101,0.064240672,0.043831386
1874,gpm560,4108.7,0.005528853,0.082538033,0.044033443
1878,mmp118,4116.38,0.000398293,0.087703804,0.044051048
3183,IDP120,7062.28,0.08539117,0.002959605,0.044175388
160,IDP1489,328.78,0.059465794,0.028911202,0.044188498
836,IDP1450,1719.09,0.016887681,0.071939123,0.044413402
373,bnlg2228,753.64,0.08663372,0.002229076,0.044431398
2155,gte101,4627.74,0.004452952,0.084687512,0.044570232
2802,hon104a,6241.66,0.084158731,0.005117408,0.04463807
2124,mmp145,4572.51,0.02955925,0.059754486,0.044656868
1837,gpm41,3983.66,2.51E-05,0.089306312,0.044665729
1566,gpm122,3465.99,0.070110087,0.019589367,0.044849727
2741,npi253a,6059,0.060519959,0.02973986,0.045129909
2688,IDP1495,5892.94,0.00040011,0.09046336,0.045431735
2836,IDP1694,6283.25,0.090920865,0.000185025,0.045552945
1883,AY110413,4145.88,0.041031195,0.050092456,0.045561826
2046,gpm74,4440.34,0.02755428,0.064188211,0.045871246
1600,bnl8.33,3561.8,0.000983317,0.09086225,0.045922783
3070,chr109a,6886.39,0.056847172,0.035111683,0.045979427
694,IDP631,1486.86,0.074327136,0.017660082,0.045993609
978,rz244b(d,2100.13,0.091522742,0.000816065,0.046169404
472,IDP2450,951.38,0.092520325,9.15E-05,0.046305912
1052,psr119a,2197.99,0.041329152,0.05234104,0.046835096
1298,gpm880e,2900.59,0.012146359,0.081854534,0.047000447
2396,IDP2355,5144.96,0.024254881,0.069792136,0.047023508
2167,IDP1406,4647.58,0.012897816,0.08116399,0.047030903
3029,gpm919d,6801.06,0.063221355,0.031635363,0.047428359
1036,gpm628,2182.99,0.049792182,0.045286162,0.047539172
2984,mmp171a,6622.37,0.082079431,0.013300642,0.047690037
2743,umc1040,6066.2,0.03629216,0.059547954,0.047920057
398,gpm608,802.41,1.08E-12,0.096525772,0.048262886
374,umc83a,754.94,0.095693386,0.000836027,0.048264706
2290,AY109061,4937.92,0.074185213,0.022985137,0.048585175
1042,php20508,2188.47,0.08132088,0.016258724,0.048789802
214,AY111680,431.98,0.097772851,8.34E-06,0.048890596
3218,gpm401c,7141.18,0.098080333,1.19E-05,0.049046117
1477,npi270,3276.67,0.095917229,0.002502682,0.049209955
2834,mmp2,6280.58,0.09763638,0.002106561,0.04987147
1079,bnl5.37b,2260.9,0.086503065,0.014087737,0.050295401
1595,umc2022,3554.4,0.055588824,0.04524965,0.050419237
3063,uaz116,6874.73,0.100901339,1.73E-05,0.050459319
2607,sdg105a,5731.92,8.22E-10,0.100939228,0.050469614
2312,gpm445b,4991.92,0.020668497,0.08037954,0.050524018
1029,gpm297,2181.77,0.049603597,0.051515964,0.05055978
965,php20509,2084.73,0.099758873,0.00176854,0.050763707
1849,bnlg609,4015.77,0.101924619,0.000202347,0.051063483
1791,csu600,3892.06,3.61E-06,0.102653392,0.051328503
229,IDP1407,442.3,0.102074463,0.000838388,0.051456426
2344,gpm662b,5057.74,0.101639892,0.001764472,0.051702182
2139,gpm424c,4602.11,1.71E-06,0.103787569,0.05189464
1442,IDP1421,3182.89,0.013312027,0.090497114,0.051904571
1475,AY110631,3270.07,0.103759157,6.09E-05,0.051910029
1415,gpm265,3110.12,0.083248293,0.020640661,0.051944477
1948,umc1229,4285.73,0.089469095,0.014552784,0.05201094
2395,IDP865,5144.93,0.040364497,0.064075212,0.052219854
2254,gpm365b,4897.86,0.100545348,0.003919358,0.052232353
816,IDP1674,1687.81,0.093892171,0.010902807,0.052397489
170,IDP1411,348.99,0.088491523,0.016753035,0.052622279
134,asg35b,272.25,3.27E-05,0.105435611,0.052734144
1634,hxa102a,3643.37,0.060187539,0.045614082,0.05290081
1601,bnlg1006,3562.5,0.000440097,0.105716938,0.053078517
2506,umc2352a,5507.31,0.10683138,7.14E-06,0.05341926
1118,csu1183,2350.2,0.003384145,0.103680237,0.053532191
2613,gpm340b,5744.55,0.003727171,0.103638568,0.05368287
1459,bnl7.65,3224.87,0.107337636,0.000142347,0.053739992
2800,umc1258,6240.72,0.106627201,0.001444095,0.054035648
169,AY110330,348.96,0.104647439,0.003615523,0.054131481
2474,IDP3786,5380.81,0.024345666,0.0848131,0.054579383
477,AY110426,985.8,0.048942156,0.060446799,0.054694478
3208,gpm708d,7127.81,0.10539724,0.004014054,0.054705647
1896,IDP3836,4174.45,0.027403384,0.082159173,0.054781279
498,IDP1633,1041.69,0.106302281,0.00338017,0.054841225
2268,AY105589,4917.43,0.025693463,0.084661683,0.055177573
150,mmp151a,295.55,0.020246269,0.090454287,0.055350278
433,IDP3977,888.35,0.110722869,8.46E-06,0.055365664
432,chb101b,886.32,0.11070934,0.000192153,0.055450747
1393,mmp86,3067.46,0.110003467,0.001164119,0.055583793
434,AI665421,888.36,0.111222391,8.66E-06,0.055615526
435,AY110019,889.36,0.11156678,2.38E-06,0.05578458
436,IDP1636,889.37,0.11156678,2.38E-06,0.05578458
2003,IDP501,4358.19,0.109402076,0.002708227,0.056055152
1796,gpm748a,3896.95,2.84E-05,0.112149829,0.056089134
1673,bnlg1046,3731.31,0.009057018,0.104245445,0.056651232
2113,npi608,4547.81,0.096560501,0.016911707,0.056736104
1917,gpm317,4240.86,0.098041679,0.01551657,0.056779124
228,IDP2551,441.56,0.111717573,0.002907808,0.05731269
1658,ago108,3701.44,0.042698266,0.072012972,0.057355619
2751,IDP760,6087.27,0.110782701,0.004402482,0.057592592
760,gpm230,1570.8,0.115211162,4.53E-05,0.057628231
974,bnlg1816,2096.93,0.115294678,1.43E-05,0.057654489
353,IDP640,714.62,0.000911419,0.114495802,0.057703611
2535,IDP3962,5575.63,0.029299448,0.086851837,0.058075642
2394,IDP3829,5144.83,0.037518235,0.07917304,0.058345638
