Entry,Treatment,Line,Replicate,Height_in,comments
370,"lownitrogen, pathogen",Mo272,11,68,
370,"lownitrogen, pathogen",Mo272,12,63,
370,"lownitrogen, pathogen",Mo272,13,71,
370,"lownitrogen, pathogen",Mo272,14,73,
370,"lownitrogen, pathogen",Mo272,15,70,
370,"lownitrogen, pathogen",Mo272,16,75,
371,"lownitrogen, pathogen",Mo275,1,72,
371,"lownitrogen, pathogen",Mo275,2,69,
371,"lownitrogen, pathogen",Mo275,3,68,
371,"lownitrogen, pathogen",Mo275,4,70,
371,"lownitrogen, pathogen",Mo275,5,67,
371,"lownitrogen, pathogen",Mo275,6,68,
371,"lownitrogen, pathogen",Mo275,7,60,
371,"lownitrogen, pathogen",Mo275,8,55,
371,"lownitrogen, pathogen",Mo275,9,69,
371,"lownitrogen, pathogen",Mo275,10,67,
371,"lownitrogen, pathogen",Mo275,11,68,
371,"lownitrogen, pathogen",Mo275,12,69,
371,"lownitrogen, pathogen",Mo275,13,67,
372,"lownitrogen, pathogen",Mo276,1,60,
372,"lownitrogen, pathogen",Mo276,2,64,
372,"lownitrogen, pathogen",Mo276,3,65,
372,"lownitrogen, pathogen",Mo276,4,66,
372,"lownitrogen, pathogen",Mo276,5,65,
372,"lownitrogen, pathogen",Mo276,6,64,
372,"lownitrogen, pathogen",Mo276,7,65,
372,"lownitrogen, pathogen",Mo276,8,62,
372,"lownitrogen, pathogen",Mo276,9,49,
372,"lownitrogen, pathogen",Mo276,10,60,
372,"lownitrogen, pathogen",Mo276,11,62,
372,"lownitrogen, pathogen",Mo276,12,60,
372,"lownitrogen, pathogen",Mo276,13,62,
372,"lownitrogen, pathogen",Mo276,14,43,
372,"lownitrogen, pathogen",Mo276,15,45,
372,"lownitrogen, pathogen",Mo276,16,51,
379,"lownitrogen, pathogen",Mo281,1,39,
379,"lownitrogen, pathogen",Mo281,2,44,
379,"lownitrogen, pathogen",Mo281,3,42,
379,"lownitrogen, pathogen",Mo281,4,38,
379,"lownitrogen, pathogen",Mo281,5,31,
379,"lownitrogen, pathogen",Mo281,6,45,
379,"lownitrogen, pathogen",Mo281,7,48,
379,"lownitrogen, pathogen",Mo281,8,48,
379,"lownitrogen, pathogen",Mo281,9,44,
379,"lownitrogen, pathogen",Mo281,10,44,
379,"lownitrogen, pathogen",Mo281,11,47,
379,"lownitrogen, pathogen",Mo281,12,48,
379,"lownitrogen, pathogen",Mo281,13,68,
380,"lownitrogen, pathogen",Mo284,1,60,
380,"lownitrogen, pathogen",Mo284,2,58,
380,"lownitrogen, pathogen",Mo284,3,68,
380,"lownitrogen, pathogen",Mo284,4,74,
380,"lownitrogen, pathogen",Mo284,5,76,
380,"lownitrogen, pathogen",Mo284,6,64,
380,"lownitrogen, pathogen",Mo284,7,54,
380,"lownitrogen, pathogen",Mo284,8,66,
380,"lownitrogen, pathogen",Mo284,9,65,
380,"lownitrogen, pathogen",Mo284,10,52,
380,"lownitrogen, pathogen",Mo284,11,63,
380,"lownitrogen, pathogen",Mo284,12,62,
380,"lownitrogen, pathogen",Mo284,13,69,
381,"lownitrogen, pathogen",B73,1,59,
381,"lownitrogen, pathogen",B73,2,32,
381,"lownitrogen, pathogen",B73,3,47,
381,"lownitrogen, pathogen",B73,4,55,
381,"lownitrogen, pathogen",B73,5,53,
381,"lownitrogen, pathogen",B73,6,52,
381,"lownitrogen, pathogen",B73,7,46,
381,"lownitrogen, pathogen",B73,8,40,
382,"lownitrogen, pathogen",Mo287,1,70,
382,"lownitrogen, pathogen",Mo287,2,69,
382,"lownitrogen, pathogen",Mo287,3,65,
382,"lownitrogen, pathogen",Mo287,4,60,
382,"lownitrogen, pathogen",Mo287,5,65,
382,"lownitrogen, pathogen",Mo287,6,44,
382,"lownitrogen, pathogen",Mo287,7,58,
382,"lownitrogen, pathogen",Mo287,8,55,
382,"lownitrogen, pathogen",Mo287,9,65,
382,"lownitrogen, pathogen",Mo287,10,68,
382,"lownitrogen, pathogen",Mo287,11,66,
382,"lownitrogen, pathogen",Mo287,12,56,
382,"lownitrogen, pathogen",Mo287,13,60,
382,"lownitrogen, pathogen",Mo287,14,63,
382,"lownitrogen, pathogen",Mo287,15,58,
382,"lownitrogen, pathogen",Mo287,16,56,
382,"lownitrogen, pathogen",Mo287,17,57,
383,"lownitrogen, pathogen",Mo288,1,60,
383,"lownitrogen, pathogen",Mo288,2,47,
383,"lownitrogen, pathogen",Mo288,3,63,
383,"lownitrogen, pathogen",Mo288,4,59,
383,"lownitrogen, pathogen",Mo288,5,50,
383,"lownitrogen, pathogen",Mo288,6,57,
383,"lownitrogen, pathogen",Mo288,7,62,
383,"lownitrogen, pathogen",Mo288,8,61,
383,"lownitrogen, pathogen",Mo288,9,62,
383,"lownitrogen, pathogen",Mo288,10,63,
383,"lownitrogen, pathogen",Mo288,11,34,
383,"lownitrogen, pathogen",Mo288,12,64,
383,"lownitrogen, pathogen",Mo288,13,64,
383,"lownitrogen, pathogen",Mo288,14,63,
383,"lownitrogen, pathogen",Mo288,15,65,
383,"lownitrogen, pathogen",Mo288,16,62,
383,"lownitrogen, pathogen",Mo288,17,60,
383,"lownitrogen, pathogen",Mo288,18,59,
383,"lownitrogen, pathogen",Mo288,19,59,
384,"lownitrogen, pathogen",Mo296,1,46,
384,"lownitrogen, pathogen",Mo296,2,51,
384,"lownitrogen, pathogen",Mo296,3,52,
384,"lownitrogen, pathogen",Mo296,4,65,
384,"lownitrogen, pathogen",Mo296,5,52,
384,"lownitrogen, pathogen",Mo296,6,56,
384,"lownitrogen, pathogen",Mo296,7,54,
391,"lownitrogen, pathogen",Mo297,1,44,
391,"lownitrogen, pathogen",Mo297,2,32,
391,"lownitrogen, pathogen",Mo297,3,30,
391,"lownitrogen, pathogen",Mo297,4,24,
391,"lownitrogen, pathogen",Mo297,5,30,
391,"lownitrogen, pathogen",Mo297,6,38,
391,"lownitrogen, pathogen",Mo297,7,32,
391,"lownitrogen, pathogen",Mo297,8,34,
391,"lownitrogen, pathogen",Mo297,9,24,
391,"lownitrogen, pathogen",Mo297,10,36,
391,"lownitrogen, pathogen",Mo297,11,39,
391,"lownitrogen, pathogen",Mo297,12,45,
391,"lownitrogen, pathogen",Mo297,13,37,
391,"lownitrogen, pathogen",Mo297,14,33,
391,"lownitrogen, pathogen",Mo297,15,40,
391,"lownitrogen, pathogen",Mo297,16,54,
392,"lownitrogen, pathogen",B73,1,49,
392,"lownitrogen, pathogen",B73,2,54,
392,"lownitrogen, pathogen",B73,3,38,
392,"lownitrogen, pathogen",B73,4,62,
392,"lownitrogen, pathogen",B73,5,55,
392,"lownitrogen, pathogen",B73,6,56,
392,"lownitrogen, pathogen",B73,7,61,
392,"lownitrogen, pathogen",B73,8,58,
392,"lownitrogen, pathogen",B73,9,54,
392,"lownitrogen, pathogen",B73,10,61,
392,"lownitrogen, pathogen",B73,11,57,
392,"lownitrogen, pathogen",B73,12,53,
392,"lownitrogen, pathogen",B73,13,50,
392,"lownitrogen, pathogen",B73,14,56,
392,"lownitrogen, pathogen",B73,15,47,
392,"lownitrogen, pathogen",B73,16,58,
392,"lownitrogen, pathogen",B73,17,61,
392,"lownitrogen, pathogen",B73,18,52,
392,"lownitrogen, pathogen",B73,19,60,
393,"lownitrogen, pathogen",Mo298,1,57,
393,"lownitrogen, pathogen",Mo298,2,46,
393,"lownitrogen, pathogen",Mo298,3,59,
393,"lownitrogen, pathogen",Mo298,4,59,
393,"lownitrogen, pathogen",Mo298,5,49,
393,"lownitrogen, pathogen",Mo298,6,53,
393,"lownitrogen, pathogen",Mo298,7,33,
393,"lownitrogen, pathogen",Mo298,8,57,
393,"lownitrogen, pathogen",Mo298,9,58,
393,"lownitrogen, pathogen",Mo298,10,54,
393,"lownitrogen, pathogen",Mo298,11,56,
393,"lownitrogen, pathogen",Mo298,12,54,
393,"lownitrogen, pathogen",Mo298,13,55,
393,"lownitrogen, pathogen",Mo298,14,57,
393,"lownitrogen, pathogen",Mo298,15,59,
393,"lownitrogen, pathogen",Mo298,16,50,
393,"lownitrogen, pathogen",Mo298,17,54,
393,"lownitrogen, pathogen",Mo298,18,60,
393,"lownitrogen, pathogen",Mo298,19,60,
394,"lownitrogen, pathogen",Mo309,1,71,
394,"lownitrogen, pathogen",Mo309,2,55,
394,"lownitrogen, pathogen",Mo309,3,64,
394,"lownitrogen, pathogen",Mo309,4,70,
394,"lownitrogen, pathogen",Mo309,5,69,
394,"lownitrogen, pathogen",Mo309,6,72,
394,"lownitrogen, pathogen",Mo309,7,73,
394,"lownitrogen, pathogen",Mo309,8,60,
394,"lownitrogen, pathogen",Mo309,9,72,
394,"lownitrogen, pathogen",Mo309,10,71,
394,"lownitrogen, pathogen",Mo309,11,67,
394,"lownitrogen, pathogen",Mo309,12,74,
394,"lownitrogen, pathogen",Mo309,13,68,
395,"lownitrogen, pathogen",Mo311,1,60,
395,"lownitrogen, pathogen",Mo311,2,63,
395,"lownitrogen, pathogen",Mo311,3,59,
395,"lownitrogen, pathogen",Mo311,4,53,
395,"lownitrogen, pathogen",Mo311,5,65,
395,"lownitrogen, pathogen",Mo311,6,61,
395,"lownitrogen, pathogen",Mo311,7,60,
395,"lownitrogen, pathogen",Mo311,8,64,
395,"lownitrogen, pathogen",Mo311,9,60,
396,"lownitrogen, pathogen",Mo317,1,61,
396,"lownitrogen, pathogen",Mo317,2,59,
396,"lownitrogen, pathogen",Mo317,3,57,
396,"lownitrogen, pathogen",Mo317,4,42,
396,"lownitrogen, pathogen",Mo317,5,61,
396,"lownitrogen, pathogen",Mo317,6,50,
396,"lownitrogen, pathogen",Mo317,7,55,
396,"lownitrogen, pathogen",Mo317,8,53,
396,"lownitrogen, pathogen",Mo317,9,56,
396,"lownitrogen, pathogen",Mo317,10,52,
396,"lownitrogen, pathogen",Mo317,11,56,
396,"lownitrogen, pathogen",Mo317,12,52,
396,"lownitrogen, pathogen",Mo317,13,48,
396,"lownitrogen, pathogen",Mo317,14,49,
396,"lownitrogen, pathogen",Mo317,15,52,
396,"lownitrogen, pathogen",Mo317,16,45,
396,"lownitrogen, pathogen",Mo317,17,45,
396,"lownitrogen, pathogen",Mo317,18,45,
396,"lownitrogen, pathogen",Mo317,19,54,
403,"lownitrogen, pathogen",Mo321,1,36,
403,"lownitrogen, pathogen",Mo321,2,43,
403,"lownitrogen, pathogen",Mo321,3,45,
403,"lownitrogen, pathogen",Mo321,4,45,
403,"lownitrogen, pathogen",Mo321,5,43,
403,"lownitrogen, pathogen",Mo321,6,39,
403,"lownitrogen, pathogen",Mo321,7,43,
403,"lownitrogen, pathogen",Mo321,8,34,
403,"lownitrogen, pathogen",Mo321,9,33,
403,"lownitrogen, pathogen",Mo321,10,39,
403,"lownitrogen, pathogen",Mo321,11,41,
403,"lownitrogen, pathogen",Mo321,12,38,
403,"lownitrogen, pathogen",Mo321,13,39,
403,"lownitrogen, pathogen",Mo321,14,32,
403,"lownitrogen, pathogen",Mo321,15,45,
403,"lownitrogen, pathogen",Mo321,16,45,
403,"lownitrogen, pathogen",Mo321,17,45,
403,"lownitrogen, pathogen",Mo321,18,42,
403,"lownitrogen, pathogen",Mo321,19,37,
404,"lownitrogen, pathogen",Mo323,1,70,
404,"lownitrogen, pathogen",Mo323,2,66,
404,"lownitrogen, pathogen",Mo323,3,63,
404,"lownitrogen, pathogen",Mo323,4,68,
404,"lownitrogen, pathogen",Mo323,5,66,
404,"lownitrogen, pathogen",Mo323,6,76,
404,"lownitrogen, pathogen",Mo323,7,70,
404,"lownitrogen, pathogen",Mo323,8,69,
404,"lownitrogen, pathogen",Mo323,9,72,
404,"lownitrogen, pathogen",Mo323,10,32,
404,"lownitrogen, pathogen",Mo323,11,73,
404,"lownitrogen, pathogen",Mo323,12,48,
404,"lownitrogen, pathogen",Mo323,13,71,
404,"lownitrogen, pathogen",Mo323,14,71,
404,"lownitrogen, pathogen",Mo323,15,60,
404,"lownitrogen, pathogen",Mo323,16,73,
405,"lownitrogen, pathogen",Mo328,1,74,
405,"lownitrogen, pathogen",Mo328,2,74,
405,"lownitrogen, pathogen",Mo328,3,71,
405,"lownitrogen, pathogen",Mo328,4,70,
405,"lownitrogen, pathogen",Mo328,5,64,
405,"lownitrogen, pathogen",Mo328,6,69,
405,"lownitrogen, pathogen",Mo328,7,68,
405,"lownitrogen, pathogen",Mo328,8,60,
405,"lownitrogen, pathogen",Mo328,9,65,
405,"lownitrogen, pathogen",Mo328,10,61,
405,"lownitrogen, pathogen",Mo328,11,67,
405,"lownitrogen, pathogen",Mo328,12,70,
405,"lownitrogen, pathogen",Mo328,13,65,
405,"lownitrogen, pathogen",Mo328,14,68,
405,"lownitrogen, pathogen",Mo328,15,67,
405,"lownitrogen, pathogen",Mo328,16,64,
406,"lownitrogen, pathogen",B73,1,55,
406,"lownitrogen, pathogen",B73,2,38,
406,"lownitrogen, pathogen",B73,3,75,
406,"lownitrogen, pathogen",B73,4,72,
406,"lownitrogen, pathogen",B73,5,62,
406,"lownitrogen, pathogen",B73,6,71,
406,"lownitrogen, pathogen",B73,7,67,
406,"lownitrogen, pathogen",B73,8,71,
406,"lownitrogen, pathogen",B73,9,72,
406,"lownitrogen, pathogen",B73,10,70,
406,"lownitrogen, pathogen",B73,11,71,
406,"lownitrogen, pathogen",B73,12,64,
406,"lownitrogen, pathogen",B73,13,72,
406,"lownitrogen, pathogen",B73,14,73,
406,"lownitrogen, pathogen",B73,15,66,
406,"lownitrogen, pathogen",B73,16,70,
406,"lownitrogen, pathogen",B73,17,64,
407,"lownitrogen, pathogen",Mo337,1,59,
407,"lownitrogen, pathogen",Mo337,2,84,
407,"lownitrogen, pathogen",Mo337,3,70,
407,"lownitrogen, pathogen",Mo337,4,79,
407,"lownitrogen, pathogen",Mo337,5,65,
407,"lownitrogen, pathogen",Mo337,6,71,
407,"lownitrogen, pathogen",Mo337,7,76,
407,"lownitrogen, pathogen",Mo337,8,78,
407,"lownitrogen, pathogen",Mo337,9,74,
407,"lownitrogen, pathogen",Mo337,10,78,
407,"lownitrogen, pathogen",Mo337,11,64,
407,"lownitrogen, pathogen",Mo337,12,63,
407,"lownitrogen, pathogen",Mo337,13,70,
407,"lownitrogen, pathogen",Mo337,14,78,
407,"lownitrogen, pathogen",Mo337,15,76,
407,"lownitrogen, pathogen",Mo337,16,71,
407,"lownitrogen, pathogen",Mo337,17,82,
407,"lownitrogen, pathogen",Mo337,18,82,
407,"lownitrogen, pathogen",Mo337,19,84,
408,"lownitrogen, pathogen",Mo341,1,60,
408,"lownitrogen, pathogen",Mo341,2,56,
408,"lownitrogen, pathogen",Mo341,3,32,
408,"lownitrogen, pathogen",Mo341,4,44,
408,"lownitrogen, pathogen",Mo341,5,60,
408,"lownitrogen, pathogen",Mo341,6,48,
408,"lownitrogen, pathogen",Mo341,7,67,
408,"lownitrogen, pathogen",Mo341,8,36,
408,"lownitrogen, pathogen",Mo341,9,64,
408,"lownitrogen, pathogen",Mo341,10,51,
408,"lownitrogen, pathogen",Mo341,11,53,
408,"lownitrogen, pathogen",Mo341,12,56,
408,"lownitrogen, pathogen",Mo341,13,66,
408,"lownitrogen, pathogen",Mo341,14,56,
408,"lownitrogen, pathogen",Mo341,15,51,
415,"lownitrogen, pathogen",Mo355,1,27,
415,"lownitrogen, pathogen",Mo355,2,23,
415,"lownitrogen, pathogen",Mo355,3,24,
415,"lownitrogen, pathogen",Mo355,4,24,
415,"lownitrogen, pathogen",Mo355,5,20,
415,"lownitrogen, pathogen",Mo355,6,24,
415,"lownitrogen, pathogen",Mo355,7,20,
415,"lownitrogen, pathogen",Mo355,8,26,
415,"lownitrogen, pathogen",Mo355,9,26,
415,"lownitrogen, pathogen",Mo355,10,30,
415,"lownitrogen, pathogen",Mo355,11,25,
415,"lownitrogen, pathogen",Mo355,12,25,
415,"lownitrogen, pathogen",Mo355,13,30,
415,"lownitrogen, pathogen",Mo355,14,32,
416,"lownitrogen, pathogen",B73,1,60,
416,"lownitrogen, pathogen",B73,2,54,
416,"lownitrogen, pathogen",B73,3,43,
416,"lownitrogen, pathogen",B73,4,56,
416,"lownitrogen, pathogen",B73,5,56,
416,"lownitrogen, pathogen",B73,6,51,
416,"lownitrogen, pathogen",B73,7,57,
416,"lownitrogen, pathogen",B73,8,51,
416,"lownitrogen, pathogen",B73,9,58,
416,"lownitrogen, pathogen",B73,10,60,
416,"lownitrogen, pathogen",B73,11,57,
416,"lownitrogen, pathogen",B73,12,57,
416,"lownitrogen, pathogen",B73,13,61,
416,"lownitrogen, pathogen",B73,14,58,
416,"lownitrogen, pathogen",B73,15,56,
416,"lownitrogen, pathogen",B73,16,52,
416,"lownitrogen, pathogen",B73,17,58,
416,"lownitrogen, pathogen",B73,18,56,
416,"lownitrogen, pathogen",B73,19,59,
417,"lownitrogen, pathogen",Mo360,1,58,
417,"lownitrogen, pathogen",Mo360,2,58,
417,"lownitrogen, pathogen",Mo360,3,59,
417,"lownitrogen, pathogen",Mo360,4,55,
417,"lownitrogen, pathogen",Mo360,5,57,
417,"lownitrogen, pathogen",Mo360,6,41,
417,"lownitrogen, pathogen",Mo360,7,60,
417,"lownitrogen, pathogen",Mo360,8,59,
417,"lownitrogen, pathogen",Mo360,9,42,
417,"lownitrogen, pathogen",Mo360,10,53,
417,"lownitrogen, pathogen",Mo360,11,58,
417,"lownitrogen, pathogen",Mo360,12,62,
417,"lownitrogen, pathogen",Mo360,13,55,
417,"lownitrogen, pathogen",Mo360,14,62,
417,"lownitrogen, pathogen",Mo360,15,62,
417,"lownitrogen, pathogen",Mo360,16,60,
417,"lownitrogen, pathogen",Mo360,17,64,
418,"lownitrogen, pathogen",Mo364,1,71,
418,"lownitrogen, pathogen",Mo364,2,66,
418,"lownitrogen, pathogen",Mo364,3,69,
418,"lownitrogen, pathogen",Mo364,4,67,
418,"lownitrogen, pathogen",Mo364,5,69,
418,"lownitrogen, pathogen",Mo364,6,69,
418,"lownitrogen, pathogen",Mo364,7,68,
418,"lownitrogen, pathogen",Mo364,8,71,
418,"lownitrogen, pathogen",Mo364,9,68,
418,"lownitrogen, pathogen",Mo364,10,70,
418,"lownitrogen, pathogen",Mo364,11,59,
418,"lownitrogen, pathogen",Mo364,12,70,
418,"lownitrogen, pathogen",Mo364,13,47,
418,"lownitrogen, pathogen",Mo364,14,71,
418,"lownitrogen, pathogen",Mo364,15,70,
418,"lownitrogen, pathogen",Mo364,16,70,
418,"lownitrogen, pathogen",Mo364,17,65,
419,"lownitrogen, pathogen",Mo365,1,66,
419,"lownitrogen, pathogen",Mo365,2,66,
419,"lownitrogen, pathogen",Mo365,3,67,
419,"lownitrogen, pathogen",Mo365,4,63,
419,"lownitrogen, pathogen",Mo365,5,56,
419,"lownitrogen, pathogen",Mo365,6,69,
419,"lownitrogen, pathogen",Mo365,7,70,
419,"lownitrogen, pathogen",Mo365,8,71,
419,"lownitrogen, pathogen",Mo365,9,69,
419,"lownitrogen, pathogen",Mo365,10,72,
419,"lownitrogen, pathogen",Mo365,11,57,
419,"lownitrogen, pathogen",Mo365,12,65,
419,"lownitrogen, pathogen",Mo365,13,64,
419,"lownitrogen, pathogen",Mo365,14,70,
419,"lownitrogen, pathogen",Mo365,15,72,
419,"lownitrogen, pathogen",Mo365,16,69,
419,"lownitrogen, pathogen",Mo365,17,70,
420,"lownitrogen, pathogen",Mo368,1,68,
420,"lownitrogen, pathogen",Mo368,2,70,
420,"lownitrogen, pathogen",Mo368,3,60,
420,"lownitrogen, pathogen",Mo368,4,63,
420,"lownitrogen, pathogen",Mo368,5,63,
420,"lownitrogen, pathogen",Mo368,6,64,
420,"lownitrogen, pathogen",Mo368,7,68,
420,"lownitrogen, pathogen",Mo368,8,64,
420,"lownitrogen, pathogen",Mo368,9,69,
420,"lownitrogen, pathogen",Mo368,10,64,
420,"lownitrogen, pathogen",Mo368,11,74,
420,"lownitrogen, pathogen",Mo368,12,68,
420,"lownitrogen, pathogen",Mo368,13,63,
427,"lownitrogen, pathogen",Mo378,1,49,
427,"lownitrogen, pathogen",Mo378,2,52,
427,"lownitrogen, pathogen",Mo378,3,46,
427,"lownitrogen, pathogen",Mo378,4,47,
427,"lownitrogen, pathogen",Mo378,5,42,
427,"lownitrogen, pathogen",Mo378,6,42,
427,"lownitrogen, pathogen",Mo378,7,43,
427,"lownitrogen, pathogen",Mo378,8,46,
427,"lownitrogen, pathogen",Mo378,9,43,
427,"lownitrogen, pathogen",Mo378,10,39,
427,"lownitrogen, pathogen",Mo378,11,49,
427,"lownitrogen, pathogen",Mo378,12,42,
427,"lownitrogen, pathogen",Mo378,13,48,
428,"lownitrogen, pathogen",Mo379,1,44,
428,"lownitrogen, pathogen",Mo379,2,46,
428,"lownitrogen, pathogen",Mo379,3,45,
428,"lownitrogen, pathogen",Mo379,4,47,
428,"lownitrogen, pathogen",Mo379,5,42,
428,"lownitrogen, pathogen",Mo379,6,46,
428,"lownitrogen, pathogen",Mo379,7,45,
428,"lownitrogen, pathogen",Mo379,8,45,
428,"lownitrogen, pathogen",Mo379,9,44,
428,"lownitrogen, pathogen",Mo379,10,42,
428,"lownitrogen, pathogen",Mo379,11,42,
429,"lownitrogen, pathogen",Mo383,1,54,
429,"lownitrogen, pathogen",Mo383,2,52,
429,"lownitrogen, pathogen",Mo383,3,52,
429,"lownitrogen, pathogen",Mo383,4,47,
429,"lownitrogen, pathogen",Mo383,5,50,
429,"lownitrogen, pathogen",Mo383,6,55,
429,"lownitrogen, pathogen",Mo383,7,52,
429,"lownitrogen, pathogen",Mo383,8,47,
429,"lownitrogen, pathogen",Mo383,9,58,
429,"lownitrogen, pathogen",Mo383,10,52,
429,"lownitrogen, pathogen",Mo383,11,56,
429,"lownitrogen, pathogen",Mo383,12,60,
429,"lownitrogen, pathogen",Mo383,13,52,
429,"lownitrogen, pathogen",Mo383,14,51,
429,"lownitrogen, pathogen",Mo383,15,57,
430,"lownitrogen, pathogen",IBMB73,1,66,
430,"lownitrogen, pathogen",IBMB73,2,64,
430,"lownitrogen, pathogen",IBMB73,3,59,
430,"lownitrogen, pathogen",IBMB73,4,71,
430,"lownitrogen, pathogen",IBMB73,5,67,
430,"lownitrogen, pathogen",IBMB73,6,63,
430,"lownitrogen, pathogen",IBMB73,7,66,
430,"lownitrogen, pathogen",IBMB73,8,71,
430,"lownitrogen, pathogen",IBMB73,9,67,
430,"lownitrogen, pathogen",IBMB73,10,66,
430,"lownitrogen, pathogen",IBMB73,11,45,
430,"lownitrogen, pathogen",IBMB73,12,68,
430,"lownitrogen, pathogen",IBMB73,13,67,
430,"lownitrogen, pathogen",IBMB73,14,65,
430,"lownitrogen, pathogen",IBMB73,15,61,
430,"lownitrogen, pathogen",IBMB73,16,68,
431,"lownitrogen, pathogen",IBMMo17,1,60,
431,"lownitrogen, pathogen",IBMMo17,2,59,
431,"lownitrogen, pathogen",IBMMo17,3,63,
431,"lownitrogen, pathogen",IBMMo17,4,60,
431,"lownitrogen, pathogen",IBMMo17,5,61,
431,"lownitrogen, pathogen",IBMMo17,6,64,
431,"lownitrogen, pathogen",IBMMo17,7,62,
431,"lownitrogen, pathogen",IBMMo17,8,62,
431,"lownitrogen, pathogen",IBMMo17,9,48,
431,"lownitrogen, pathogen",IBMMo17,10,61,
431,"lownitrogen, pathogen",IBMMo17,11,58,
431,"lownitrogen, pathogen",IBMMo17,12,61,
431,"lownitrogen, pathogen",IBMMo17,13,57,
431,"lownitrogen, pathogen",IBMMo17,14,64,
431,"lownitrogen, pathogen",IBMMo17,15,60,
431,"lownitrogen, pathogen",IBMMo17,16,57,
432,"lownitrogen, pathogen",B73,1,60,
432,"lownitrogen, pathogen",B73,2,58,
432,"lownitrogen, pathogen",B73,3,59,
432,"lownitrogen, pathogen",B73,4,55,
432,"lownitrogen, pathogen",B73,5,56,
432,"lownitrogen, pathogen",B73,6,55,
432,"lownitrogen, pathogen",B73,7,61,
432,"lownitrogen, pathogen",B73,8,55,
432,"lownitrogen, pathogen",B73,9,59,
432,"lownitrogen, pathogen",B73,10,59,
432,"lownitrogen, pathogen",B73,11,60,
432,"lownitrogen, pathogen",B73,12,62,
432,"lownitrogen, pathogen",B73,13,58,
432,"lownitrogen, pathogen",B73,14,62,
432,"lownitrogen, pathogen",B73,15,59,
432,"lownitrogen, pathogen",B73,16,63,
432,"lownitrogen, pathogen",B73,17,63,
432,"lownitrogen, pathogen",B73,18,62,
432,"lownitrogen, pathogen",B73,19,64,
1,lowwater,Mo001 ,1,75,
1,lowwater,Mo001 ,2,76,
1,lowwater,Mo001 ,3,75,
1,lowwater,Mo001 ,4,83,
1,lowwater,Mo001 ,5,81,
1,lowwater,Mo001 ,6,74,
1,lowwater,Mo001 ,7,76,
1,lowwater,Mo001 ,8,76,
1,lowwater,Mo001 ,9,70,
1,lowwater,Mo001 ,10,65,
1,lowwater,Mo001 ,11,63,
2,lowwater,Mo005,1,77,
2,lowwater,Mo005,2,80,
2,lowwater,Mo005,3,76,
2,lowwater,Mo005,4,79,
2,lowwater,Mo005,5,81,
2,lowwater,Mo005,6,83,
2,lowwater,Mo005,7,78,
2,lowwater,Mo005,8,84,
2,lowwater,Mo005,9,73,
2,lowwater,Mo005,10,81,
2,lowwater,Mo005,11,84,
2,lowwater,Mo005,12,74,
2,lowwater,Mo005,13,85,
2,lowwater,Mo005,14,86,
2,lowwater,Mo005,15,76,
2,lowwater,Mo005,16,79,
3,lowwater,B73,1,61,
3,lowwater,B73,2,70,
3,lowwater,B73,3,72,
3,lowwater,B73,4,71,
3,lowwater,B73,5,71,
3,lowwater,B73,6,76,
3,lowwater,B73,7,75,
3,lowwater,B73,8,70,
3,lowwater,B73,9,73,
3,lowwater,B73,10,66,
3,lowwater,B73,11,67,
4,lowwater,Mo021,1,73,
4,lowwater,Mo021,2,78,
4,lowwater,Mo021,3,71,
4,lowwater,Mo021,4,77,
4,lowwater,Mo021,5,68,
4,lowwater,Mo021,6,58,
4,lowwater,Mo021,7,62,
4,lowwater,Mo021,8,67,
4,lowwater,Mo021,9,73,
4,lowwater,Mo021,10,76,
4,lowwater,Mo021,11,74,
4,lowwater,Mo021,12,74,
4,lowwater,Mo021,13,70,
4,lowwater,Mo021,14,67,
4,lowwater,Mo021,15,70,
5,lowwater,Mo022,1,61,
5,lowwater,Mo022,2,60,
5,lowwater,Mo022,3,70,
5,lowwater,Mo022,4,60,
5,lowwater,Mo022,5,59,
5,lowwater,Mo022,6,82,
5,lowwater,Mo022,7,57,
5,lowwater,Mo022,8,66,
5,lowwater,Mo022,9,69,
5,lowwater,Mo022,10,66,
5,lowwater,Mo022,11,88,
5,lowwater,Mo022,12,71,
5,lowwater,Mo022,13,72,
5,lowwater,Mo022,14,66,
6,lowwater,Mo028,1,73,
6,lowwater,Mo028,2,69,
6,lowwater,Mo028,3,60,
6,lowwater,Mo028,4,68,
6,lowwater,Mo028,5,66,
6,lowwater,Mo028,6,67,
6,lowwater,Mo028,7,57,
6,lowwater,Mo028,8,72,
6,lowwater,Mo028,9,53,
6,lowwater,Mo028,10,64,
6,lowwater,Mo028,11,66,
6,lowwater,Mo028,12,71,
6,lowwater,Mo028,13,59,
13,lowwater,Mo029,1,73,
13,lowwater,Mo029,2,72,
13,lowwater,Mo029,3,69,
13,lowwater,Mo029,4,75,
13,lowwater,Mo029,5,76,
13,lowwater,Mo029,6,74,
13,lowwater,Mo029,7,66,
13,lowwater,Mo029,8,70,
13,lowwater,Mo029,9,70,
13,lowwater,Mo029,10,64,
13,lowwater,Mo029,11,72,
13,lowwater,Mo029,12,72,
13,lowwater,Mo029,13,72,
13,lowwater,Mo029,14,72,
13,lowwater,Mo029,15,62,
13,lowwater,Mo029,16,70,
13,lowwater,Mo029,17,70,
14,lowwater,Mo17 parent,1,80,
14,lowwater,Mo17 parent,2,79,
