"","names","allpos","pval"
"655","bnlg108",1447.32,6.51764346937256e-08
"656","IDP1415",1448.18,6.12662891530391e-07
"657","umc2030",1454.52,3.2176276876239e-06
"658","gpm300",1455.51,9.12561357258035e-07
"659","npi242a",1456.02,4.37248884876951e-07
"660","umc8b",1456.52,8.51209447816359e-07
"661","umc2088",1457.72,1.27887299661289e-06
"662","sdg102a",1458.12,2.80363159488317e-05
"663","bnlg121",1460.32,2.25094714310092e-05
"664","gpm622b",1460.94,3.70406362615316e-06
"665","umc2079",1461.72,0.000217027479754162
"666","php10012",1462.02,0.000641617605735556
"667","hrg1",1464.32,0.0058060839799231
"668","IDP2455",1464.54,0.000921289984026297
"669","gpm67b",1466.57,0.000479244928113021
"670","AY112119",1467.84,3.08783885263342e-05
"671","umc2250",1470.02,0.0319955035104523
"672","mmp89",1472.42,0.0115153577127729
"673","umc2125",1473.22,0.000572979104200178
"674","umc2007",1475.22,0.00085553496940427
"675","gpm32",1475.38,0.00238755909942689
"676","uaz262",1477.42,0.0320930045684124
"677","gpm926c",1477.92,0.0210709797205801
"678","IDP2468",1479.72,0.010270871841311
"679","umc1454",1480.32,0.0418862522486916
"680","psr922b",1483.92,0.0931808881211875
"681","isu89",1484.02,0.457498958941731
"682","gpm653a",1484.91,0.0152196945703027
"683","psr666",1485.22,0.507215556660652
"684","umc1635",1485.82,0.46082832201624
"685","gpm918",1485.83,0.539105127298817
"686","gpm141",1485.84,0.618035710313597
"687","zpu1",1486.03,0.584961384209477
"688","gpm820e",1486.04,0.496474309878725
"689","AY107012",1486.05,0.593903452382835
"690","umc1922",1486.24,0.544624822934678
"691","IDP467",1486.46,0.0560685345422046
"692","gpm835c",1486.73,0.148818101884708
"693","IDP363",1486.85,0.109133306645229
"694","IDP631",1486.86,0.07432713588065
"695","IDP488",1486.88,0.125437663131111
"696","IDP183",1487.06,0.145329863531669
"697","mmp119",1487.55,0.0993846181124471
"698","IDP592",1487.58,0.162903674150479
"699","IDP383",1489.38,0.0612818109920709
"700","gpm221a",1489.46,0.236790082166446
"701","AY109687",1490.05,0.252480007224628
"702","gpm361",1491.45,0.0702826185982535
"703","gpm751",1491.46,0.0501433350380407
"704","gpm749",1491.52,0.0268606882878919
"705","AW681281",1493.46,0.0212056515126371
"706","ns1",1493.71,0.053099556883591
"707","IDP4025",1493.91,0.0852476065972017
"708","csu1080b",1495.66,0.060384528911571
"709","AY111877",1497.66,0.00729419920564056
"710","umc2110",1498.56,0.022097645086227
"711","mmc0401",1499.66,0.0152627853155091
"712","umc2252",1500.16,0.116798344179649
"713","gpm91",1502.26,0.0597148454245271
"714","npi297",1508.26,0.0221571985679944
"715","pbf1",1509.16,0.0331324376351123
"716","bnlg1831",1509.86,0.0327294696627493
"717","umc1079",1510.36,0.136170897756222
"718","bnlg1036",1514.56,0.582743128578046
"719","IDP825",1514.63,0.665875015014976
"720","IDP2559",1515.13,0.819599565885893
"721","umc1658",1516.36,0.48835151057868
"722","gpm606a",1516.73,0.481383103298159
"723","gpm695",1516.74,0.545737148359801
"724","gpm117e",1517.32,0.841428733305297
"725","gpm106c",1518.06,0.593754652643927
"726","umc2178",1518.47,0.401487916692199
"727","gpm769",1519.57,0.229676297812914
"728","umc2254",1519.77,0.558646049364997
"729","agp1",1519.97,0.413905783699669
"730","gpm620a",1520.02,0.72506971721143
"731","bnlg1138",1520.27,0.43224676661952
"732","gpm329b",1520.66,0.347062088639373
"733","umc1080",1521.07,0.077685135424306
"734","AY109981",1521.87,0.00425111826302427
"735","umc1004",1522.87,0.000186531630304687
"736","gpm482",1523.24,8.82110580220363e-05
"737","sdg119",1525.77,0.000147712878373341
"738","IDP866",1528.42,0.0273419482176129
"739","IDP2141",1528.43,0.00516872915924382
"740","IDP3909",1528.71,0.00569038664791921
"741","IDP3872",1531.82,4.68246388499738e-05
"742","umc1108",1542.58,0.0599954253797754
"743","IDP616",1546.98,0.010059335897288
"744","gpm788b",1548.11,0.0162149292072498
"745","AI861369",1548.48,0.142303537877334
"746","gpm662a",1548.49,0.240260649520106
"747","bcd926b",1550.39,0.187724791595243
"748","php20005",1552.49,0.870647165815275
"749","umc2129",1555.19,0.683854361631504
"750","mmp177b",1557.69,0.156077083476773
"751","gpm788c",1559.42,0.524964630223436
"752","gpm360a",1565.48,0.205782086281816
"753","gpm307b",1566.71,0.0372157603207446
"754","gpm566c",1568.03,0.20373162056944
"755","gpm617",1568.13,0.353680626906916
"756","AY110410",1568.99,0.0790813667007044
"757","gpm59c",1569.53,0.0631736848747841
"758","gpm622c",1569.83,0.146731847014174
"759","gpm89b",1570.22,0.122717020545643
"760","gpm230",1570.8,0.115211161883833
"761","IDP1679",1574.85,0.556268530250056
"762","nfc104b",1576.91,0.37433429417845
"763","gpm565a",1580.61,0.0245309455020164
"764","gpm409a",1581.07,0.0638606884724198
"765","nfd101b",1581.78,0.130451024587126
"766","gpm178a",1586.46,0.0424073811375245
"767","AY109917",1593.29,0.773580458501128
"768","IDP456",1593.67,0.464370533878515
"769","gpm507",1596.5,0.454521252035411
"770","IDP309",1597.04,0.603476400324622
"771","bnlg1633",1597.3,0.0284063427625698
"772","IDP3824",1599.45,0.889628773103888
"773","IDP364",1601.85,0.822420293825958
"774","AY109722",1602.79,0.00105949121655291
"775","IDP1657",1604.48,0.0295810582338869
"776","umc36b",1613.99,0.0573931232260957
"777","chr119",1615.49,0.0788341097569913
"778","bnlg2077",1615.89,0.0711849463173769
"779","psr135b",1618.99,0.00974299703952597
"780","IDP3864",1619.23,0.0185111106815158
"781","gpm830a",1619.28,0.0564335882494967
"782","sdg116b",1619.36,0.0742267082921995
"783","asg20",1619.79,0.0375713964391875
"784","gpm609b",1619.88,0.0809116955045928
"785","gpm576a",1619.89,0.0403144542812515
"786","IDP660",1620.62,0.0270864830670003
"787","umc1049",1621.79,0.000819384657318567
"788","IDP485",1623.1,0.00416668314451318
"789","bcd808c",1637.19,0.0125438098841879
"790","gpm613",1639.04,9.1726084727739e-08
"791","mmp84",1639.39,1.03875162653644e-05
"792","IDP3963",1644.93,0.00114511304397724
"793","IDP2477",1646.38,0.0378247466805763
"794","IDP3918",1647.97,0.0276708698417615
"795","AY109583",1648.49,0.0311589167732147
"796","bnlg1233",1650.29,0.283790627705936
"797","umc137a",1650.69,0.0525954293065677
"798","chr122",1653.69,0.0244951887242872
"799","AI668346",1656.89,0.0111635229704592
"800","gpm683c",1662.95,0.0164593784114123
"801","IDP204",1667.72,0.475851905207286
"802","IDP136",1667.73,0.871147691012126
"803","hag104",1668,1
"804","bnlg1316",1670.3,0.246080460545551
"805","bnl6.20",1670.9,0.103852362157917
"806","gpm380",1675.48,0.0422023405240763
"807","gpm756c",1677.15,0.181308916213794
"808","npi210",1677.6,0.754142235269759
"809","chc101b",1678.01,0.594606572061391
"810","mmp137",1678.2,0.389453058306694
"811","AY109645",1679.9,0.31176283659167
"812","IDP633",1682.57,0.900424450317187
"813","IDP157",1683.32,0.887884384665659
"814","IDP785",1685.32,0.961529678709683
"815","umc2085",1685.5,0.11025641091323
"816","IDP1674",1687.81,0.0938921710694783
"817","npi113b",1689.2,0.157681716888927
"818","npi298a",1689.4,0.222998228305279
"819","umc1633",1689.6,0.378125376697802
"820","AY109575",1693.8,0.337212262049381
"821","IDP469",1694.36,0.608877432006334
"822","IDP176",1702.94,0.700923923634053
"823","mmp34",1703.6,0.856737401105324
"824","mmp138",1707,0.943259181184231
"825","gpm235a",1707.08,1
"826","psr119b",1707.1,0.794939550302837
"827","gpm728b",1708.17,0.214874398191106
"828","mmc0381",1713.5,0.00168747674544023
"829","gpm123",1713.89,9.52134863139165e-05
"830","bnlg1746",1714.7,4.37819527070449e-05
"831","gpm807",1715.03,3.63188016383464e-06
"832","isu115",1716.3,0.00820229770787573
"833","isu91b",1716.5,4.45618619920873e-05
"834","bnlg1940",1718.7,0.0101369582418416
"835","gpm574b",1718.71,0.00519366555555467
"836","IDP1450",1719.09,0.0168876809114376
"837","psr144a",1720.6,0.028040292271134
"838","psr144c",1722.2,0.0268307963306346
"839","gpm16",1724.32,0.0148929980949479
"840","gpm922f",1730.59,0.0390681150748936
"841","IDP2565",1730.98,0.0249558658931792
"842","umc49a",1732.6,0.0565144697779629
"843","IDP193",1732.64,0.0975273893743728
"844","IDP143",1734.77,0.119502581712958
"845","gpm487",1740.85,0.0147091141011444
"846","umc1256",1741.8,0.00982191184991876
"847","umc1252",1742,0.00868635283014896
"848","AY109592",1742.7,0.00759753343438918
"849","gpm365a",1747.28,6.26067591436019e-07
"850","gpm858d",1772.97,0.20340388885184
"851","IDP610",1774.42,0.262192224332515
"852","gpm346c",1774.56,0.289682054575718
"853","IDP114",1775.91,0.564541692188213
"854","gpm717a",1783.87,0.0102232419974746
"855","gpm466b",1784.29,0.160819270382753
"856","gpm383c",1786.85,0.00508283891355443
"857","bnlg469b",1791.2,0.0068837845491716
"858","bnlg1893",1795.9,0.207836163818808
"859","IDP171",1800.58,0.552006426732027
"860","umc36a",1802.2,0.145949149838302
"861","gpm281a",1806.55,0.394016125759542
"862","gpm619",1810.76,0.204304215384369
"863","IDP661",1816.2,0.448305891358766
"864","AY110389",1822.9,0.584106714893538
"865","IDP1944",1826.25,0.966176268522925
"866","gpm325c",1829.7,0.93355612533754
"867","gpm442a",1829.98,0.37622415489611
"868","umc2184",1833.5,0.486366124417541
"869","mmp183",1835.7,0.110608366829597
"870","gpm926i",1840.56,0.367364959585686
"871","bnl17.14",1843.6,0.191600782820348
"872","lim104",1847.6,0.895215885153915
"873","chr106b",1849.2,0.809445515100759
"874","nfa103b",1849.21,0.805997928438767
"875","ufg55",1852.11,0.312924829509833
"876","AY109586",1854.21,0.397284751553393
"877","umc1696",1857.41,0.906364761257648
"878","AY106674",1866.13,0.775396617731693
"879","AY111236",1866.41,0.741232661467428
"880","gpm257n",1870,0.427718180616655
"881","IDP125",1870.7,0.0278823222064244
"882","gpm916d",1870.9,0.471955193493058
"883","umc2118",1871,0.615050256099074
"884","umc1931",1875.6,0.667668103920239
"885","umc1746",1877.1,0.474934805619068
"886","gpm257s",1878.5,0.338807432706174
"887","umc1780",1881.2,0.648160935126078
"888","AY106313",1881.4,0.994521466787204
"889","bnl8.15",1881.41,0.980361523863991
"890","IDP703",1883.43,0.702540090379187
"891","IDP394",1890.52,0.54657473185356
"892","umc1394",1891.81,0.00280029922044478
"893","umc1970",1898.21,0.0106355209939046
"894","IDP3785",1898.48,0.0152877359312867
"895","umc2071",1899.21,0.000801888602909528
"896","asg64",1899.61,0.0621294480018671
"897","mmp158a",1901.81,0.107034943103004
"898","AY112199",1904.79,0.372003757107123
"899","umc1892",1905.51,0.109542095972766
"900","php20905",1907.21,0.363058432269168
"901","umc2049",1908.71,0.031886735041324
"902","mmp38",1912.61,6.83058576811391e-07
"903","gpm668e",1912.81,1.07991524944673e-06
"904","umc121",1924.31,0.0515031602488838
"905","gpm713",1926.77,0.296520715988301
"906","asg30c",1928.01,0.28689572110741
"907","csu32a",1930.01,0.837872535008482
"908","umc1458",1937.21,0.131684698897677
"909","gpm770",1938.67,0.388390934564435
"910","gpm336b",1938.92,0.274492477244269
"911","IDP3906",1942.08,0.528760558421528
"912","bnlg1325",1943.28,0.187580590737479
"913","bnlg1144",1947.01,0.0235093641592261
"914","gpm783",1953.62,0.0140540015469151
"915","gpm854",1960.35,0.0720433350193244
"916","gpm648",1965.41,0.0142004451540116
"917","bnlg1647",1973.31,3.59265065722481e-05
"918","lim66",1994.81,0.00926775608084429
"919","umc2258",1997.81,0.0124030848652612
"920","bnlg1447",1999.41,0.0204121325346177
"921","umc2259",2001.71,0.034675838442966
"922","mmp79",2009.31,0.0910328533522902
"923","gpm547a",2010.18,0.226266179039
"924","mmp186",2015.31,0.406319861469208
"925","gpm580b",2017.5,0.222863753035023
"926","gpm423a",2017.7,0.185799415687168
"927","asg48a",2022.71,0.944124826408375
"928","bnl8.35a",2023.41,0.930821005379189
"929","npi276a",2024.01,0.0385211940059369
"930","uaz159b",2027.31,0.0392044701137004
"931","umc1030",2029.01,0.0783028640695317
"932","gpm810a",2029.72,0.00436185393660948
"933","gpm420c",2031.65,0.282787603215916
"934","umc1772",2033.51,0.192935013790033
"935","npi446",2033.81,0.376568724858772
"936","IDP697",2033.83,0.792285617001884
"937","umc2000",2036.91,0.0246365845677128
"938","umc1608",2038.01,0.00199052750172113
"939","gpm320d",2040.36,0.00341043642194983
"940","umc2158",2046.61,0.0490777330549952
"941","umc1495",2047.41,0.0264517670216445
"942","nfc104c",2050.23,0.140662028354044
"943","umc1392",2051.11,0.206248814555974
"944","umc2033",2051.71,0.707002410639249
"945","IDP1475",2053.06,0.838166483121292
"946","IDP1455",2053.07,0.70625413725225
"947","haf101",2053.51,0.540246979462767
"948","psr754b",2056.02,0.337691906766435
"949","umc1742",2059.02,0.718782144185746
"950","umc2117a",2060.22,0.921160731815973
"951","IDP2374",2060.23,0.946440787910719
"952","bnlg1113",2060.83,0.761679347000956
"953","IDP1460",2061.13,0.674006406084344
"954","gpm780a",2061.63,0.895019758076471
"955","IDP154",2062.05,0.943154763120887
"956","bnlg1638",2063.13,0.698539397441504
"957","gpm289a",2063.66,0.717806650608616
"958","mmp144a",2066.93,0.371131208501483
"959","mmp36",2073.43,0.0506537209582435
"960","IDP94",2075.63,0.771099268148521
"961","IDP2443",2080.43,0.853937622101865
"962","mmc0312a",2082.73,0.184962606959753
"963","umc1908",2083.63,0.0538051654759589
"964","npi247",2083.83,0.0797268101798859
"965","php20509",2084.73,0.0997588730269787
"966","ufg44",2084.93,0.139673419188356
"967","mmp69",2085.63,0.444372966837017
"968","AY109870",2089.53,0.233051794920886
"969","AY107193",2093.03,0.974953231718737
"970","gpm210",2093.05,0.97736696103724
"971","IDP370",2093.39,0.996742706505806
"972","gpm598",2093.46,0.697981271625802
"973","rz382a",2094.13,0.13355571989179
"974","bnlg1816",2096.93,0.115294678211059
"975","umc2263",2097.83,0.132034730617936
"976","umc1504",2098.23,0.274613288029395
"977","mmp29",2098.53,0.511386418897868
"978","rz244b(d",2100.13,0.0915227423416654
"979","IDP2431",2101.53,0.366209359277055
"980","umc1900",2102.43,0.133221718020861
"981","gpm462",2102.66,0.263363621067008
"982","umc1223",2104.43,0.221335772856005
"983","gpm236",2106.02,0.240948424737763
"984","gpm509",2106.67,0.0158194013938904
"985","gpm267",2107.77,0.744256296724649
"986","AY110403",2108.13,0.97221936621904
"987","gpm766",2109.71,0.956669994096899
"988","chr110a",2109.97,0.991665800422175
"989","gpm848a",2110.11,0.877211365943802
"990","gpm639",2110.33,0.815229344102668
"991","AY110297",2114.73,0.365625265081145
"992","IDP2576a",2117.37,0.306188183774603
"993","IDP3771",2117.53,0.352345493457648
"994","IDP2435",2117.76,0.392375787392425
"995","umc1968",2120.43,0.534641602015589
"996","AY111333",2122.57,0.291982091259731
"997","AY110151",2124.63,0.397099715619759
"998","umc1920",2128.43,0.720745377165139
"999","php20511",2130.33,0.625997500541473
"1000","umc2264",2131.13,0.250894845020912
"1001","umc1449",2139.43,0.910773914861502
"1002","gpm515b",2143.48,0.728406353352919
"1003","hac101a",2146.63,0.552213372000388
"1004","umc1527",2149.33,0.494356372915453
"1005","umc1773",2150.43,0.219337490836163
"1006","psr628",2150.63,0.710758111102642
"1007","jpsb527a",2153.93,0.734394251038984
"1008","gpm835e",2156.26,0.449899801221998
"1009","IDP1693",2158.96,0.523644536624944
"1010","umc2002",2160.63,0.945982034204745
"1011","IDP685",2161.53,0.455783634428223
"1012","IDP288",2162.9,0.50507633496413
"1013","gpm150a",2163.32,0.0940878176610159
"1014","gpm332",2165.42,0.351464245355689
"1015","gpm542a",2166.02,0.116086500886996
"1016","umc102a",2167.93,0.909511373071767
"1017","umc1174",2169.23,0.773166902026603
"1018","umc1600",2171.03,0.805495547428194
"1019","IDP869",2171.1,0.666294386113972
"1020","mmp80",2173.73,0.246336455086501
"1021","IDP138",2175.2,0.102837148203951
"1022","umc1693a",2175.83,0.103199364709664
"1023","bnlg1601",2176.13,0.0706429281373845
"1024","gpm829",2176.75,0.253739459496454
"1025","IDP1698",2177.2,0.65297500503206
"1026","IDP1433",2177.79,0.200095973778628
"1027","gpm158",2177.9,0.250333433869929
"1028","rz296b",2179.53,0.281790660492362
"1029","gpm297",2181.77,0.049603596530076
"1030","gpm140",2181.89,0.323306108635081
"1031","gpm28b",2182.01,0.280197655514624
"1032","gpm215",2182.71,0.165197601174512
"1033","gpm859",2182.72,0.0690535079632516
"1034","chr109b",2182.84,0.0132827335821464
"1035","umc1102",2182.85,0.0332709127152883
"1036","gpm628",2182.99,0.0497921817696974
"1037","gpm271",2183,0.0893424899908009
"1038","bnlg1035",2183.46,0.0331396106064912
"1039","AY110352",2185.46,0.0237283619145661
"1040","gpm110",2185.47,0.167042281934929
"1041","mmc0022",2188.27,0.155277102115736
"1042","php20508",2188.47,0.0813208795808845
"1043","umc1167",2189.27,0.0117418235970455
"1044","gpm24",2194.59,0.278996788126665
"1045","gpm847",2194.6,0.279393442065913
"1046","IDP4031",2195.19,0.121698145573107
"1047","umc1501",2195.48,0.040235190661444
"1048","IDP474",2195.49,0.0494286991219222
"1049","AY112215",2196.29,0.000297108041573457
"1050","IDP3883",2196.77,0.00433141441371698
"1051","IDP2414",2197.1,0.0138545498229077
"1052","psr119a",2197.99,0.0413291516585428
"1053","gpm370",2200.06,0.00522207248370976
"1054","cdo105",2200.69,0.102148659917162
"1055","AY111507",2201.39,0.112280033323626
"1056","AY111541",2204.69,0.0612800501128485
"1057","IDP277",2213.88,0.878037191466051
"1058","umc26a",2214.29,0.740899710357342
"1059","IDP3796",2214.3,0.680134237491843
"1060","myb2",2216.9,0.286985859772504
"1061","IDP1974",2219.93,0.953243288742403
"1062","gpm789a",2221.06,0.756569260717362
"1063","umc2265",2224.1,0.130534222046318
"1064","gpm402b",2224.45,0.0994711647723747
"1065","gpm375a",2224.86,0.0526474220964532
"1066","sps2",2228.4,0.200924543597021
"1067","csu636",2231.2,0.166642678548815
"1068","umc1973",2241.5,0.891164909259379
"1069","IDP667",2241.96,0.988244387139521
"1070","IDP3838",2244.59,0.950626011185261
"1071","AY106230",2248,0.828477264074141
"1072","gpm397a",2252.28,0.216297293357073
"1073","AY111296",2255,0.391428096786692
"1074","AI770873",2258.2,0.262504233500405
"1075","mmp184",2259.2,0.568523661286625
"1076","npi296",2259.8,0.379962342214838
"1077","umc1539",2260.4,0.349890046369168
"1078","IDP1434",2260.61,0.119412813242164
"1079","bnl5.37b",2260.9,0.086503064927389
"1080","umc1311",2264.9,0.561176352233324
"1081","umc1730",2268.5,0.565302276018655
"1082","gpm325b",2268.6,0.936582056233239
"1083","gpm249a",2268.84,0.819995798158044
"1084","umc1027",2271.3,0.501760483911555
"1085","lim486",2275.4,0.294283327893485
"1086","IDP73",2279.93,0.550196041210205
"1087","rz538b",2281.2,0.728859088245514
"1088","gpm938a",2283.44,0.574744710786056
"1089","gpm820b",2284.1,0.561956473058657
"1090","AY106026",2285.44,0.514229301332145
"1091","asg39",2286.2,0.528249229480533
"1092","IDP249",2286.76,0.260685248155877
"1093","BE639846",2293.7,0.00768944128255478
"1094","IDP854",2296.28,0.215327019527643
"1095","IDP522",2296.32,0.191930691113454
"1096","gpm799",2296.55,0.330418003111306
"1097","umc2266",2304.4,0.0361952974657723
"1098","gpm274",2306.41,0.089495599892482
"1099","gpm44b",2312.52,0.0808041355833189
"1100","gpm425a",2316.97,0.00870935930158023
"1101","AY110055",2320.4,0.103907242141363
"1102","IDP4064",2321.06,0.123539091889451
"1103","mmp27",2321.5,0.0735240287777656
"1104","jpsb79",2321.6,0.0270089106441049
"1105","IDP434",2323.11,0.349769909749853
"1106","psr754a",2330,0.00107000369414867
"1107","IDP842",2331.19,0.000632980067786892
"1108","umc2268",2331.2,0.00981039404275474
"1109","gpm298",2334.98,8.97456908788286e-08
"1110","gpm753d",2336,0.0053760700872636
"1111","gpm716d",2336.23,0.0231463652430768
"1112","lim331a",2338.21,1.42761968857652e-05
"1113","gpm37",2338.62,2.25224896288623e-07
"1114","umc1644",2343.2,3.17435614112238e-05
"1115","gpm588a",2347.02,0.000708082609302663
"1116","IDP1440",2347.28,0.000969240152466688
"1117","mmp5",2347.6,0.00242932278811203
"1118","csu1183",2350.2,0.00338414459581937
"1119","bnlg1951",2351.7,0.00492067248745776
"1120","gpm716b",2351.84,0.000882365108413552
"1121","IDP338",2352.4,0.00128388019684222
"1122","IDP3874",2353.81,0.0011797063638086
"1123","gpm34b",2355.3,0.000264980188473762
"1124","IDP1680",2357.88,0.0012441615556591
"1125","csu191",2358.1,0.0010023797494958
"1126","IDP149",2360.3,0.00108162138588719
"1127","bnlg1160",2361.5,0.00124182505925841
"1128","gpm416b",2361.51,0.00207988413268234
"1129","gpm211",2361.52,0.00769909795542711
"1130","umc2270",2364.11,0.607549822496344
"1131","IDP1689",2364.96,0.141190810552915
"1132","IDP2348",2367.74,0.378633479756352
"1133","sdg113",2368.7,0.138006316446299
"1134","lim424",2373.11,0.863375115012316
"1135","lim269",2374.81,0.945099386977267
"1136","AY111125",2377.31,0.983882947117547
"1137","php15033",2381.21,0.973989308620269
"1138","bnlg197",2381.61,0.644443390097331
"1139","AI770795",2382.81,0.547145600808594
"1140","asg7b",2387.11,0.927752424702164
"1141","bnl6.16a",2390.81,0.91409434828121
"1142","umc3b",2399.51,0.668945324304211
"1143","umc2050",2408.31,0.108406373729585
"1144","umc1135",2410.31,0.18291895936869
"1145","umc1767",2412.11,0.0452174706012909
"1146","gpm811",2412.95,0.155115300587364
"1147","AY107018",2414.15,0.164052239321061
"1148","umc2272",2414.31,0.0791958850919187
"1149","umc1528",2414.51,0.126403274124161
"1150","gpm159",2414.71,0.192054698747333
"1151","bnlg1605",2414.72,0.74482812609937
"1152","IDP3775b",2415.13,0.568882608613634
"1153","gpm823",2415.77,0.86650236242833
"1154","IDP1617",2417.15,0.969073060846132
"1155","IDP783",2418.66,0.806264609925519
"1156","gpm649",2419.1,0.749688914022885
"1157","IDP137",2420.63,1
"1158","gpm664",2432.17,0.176370259158666
"1159","AY104511",2432.22,0.363501655830079
"1160","AY109828",2436.62,0.22831626193657
"1161","asg10",2437.52,0.322473900542482
"1162","umc1489",2437.72,0.236385355472863
"1163","umc2273",2438.12,0.0686084806753755
"1164","umc1404",2438.42,0.00618939736722912
"1165","gpm395a",2438.83,0.0030238202483619
"1166","gpm219",2442.69,0.00341659101343694
"1167","gpm700",2442.82,0.00178010499316383
"1168","sdg117a",2445.09,0.936647631195672
"1169","smh4",2447.74,0.889556319340837
"1170","AY106518",2449.15,1
"1171","umc1825",2449.62,0.685370148820149
"1172","IDP3772",2453.17,0.893990178707304
"1173","IDP3894",2453.68,0.912293630868618
"1174","umc17a",2455.62,0.789357564287327
"1175","AW258116",2457.11,0.0154671876421202
"1176","IDP583",2466.61,0.942196415255986
"1177","IDP3846",2467.16,0.790884498415154
"1178","AY105849",2467.72,0.371802696748461
"1179","gpm365c",2476.25,0.823152240657114
"1180","gpm239a",2476.78,0.14300333798259
"1181","umc2274",2478.72,0.00535719457696449
"1182","umc1140",2479.32,0.163720697351803
"1183","umc2275",2480.32,0.166779829235076
"1184","mmc0251",2481.52,0.221346855333481
"1185","cdo118",2481.92,0.220141369010878
"1186","IDP472",2483.69,0.202033621768036
"1187","gpm892",2483.8,0.0449873379906469
"1188","gpm268c",2483.85,0.131122573275127
"1189","umc1915",2487.62,0.0693318040329811
"1190","bnlg1108",2488.72,0.0695535898106303
"1191","gpm850b",2489.07,0.143111344703409
"1192","IDP546",2490.97,0.136646530291827
"1193","IDP3849",2492.24,0.363251752995915
"1194","IDP3927",2492.25,0.37657406923046
"1195","IDP3813",2494.1,0.290689570470023
"1196","IDP1608",2494.28,0.277940389139064
"1197","gpm173",2495.42,0.0428706825212251
"1198","sdg115",2495.73,0.421002926679208
"1199","umc2081",2497.23,0.458056171517551
"1200","php10080",2502.53,0.0671501730957285
"1201","umc1320",2503.93,0.989834933288969
"1202","umc1273",2504.93,0.920733885825495
"1203","AY109934",2508.43,0.524961550923237
"1204","umc2276",2522.53,0.794302630349144
"1205","IDP128",2529.68,0.779374521291215
"1206","umc2174",2553.73,0.0327420367882137
"1207","AY110540",2561.33,0.857845589071402
"1208","umc63a",2567.33,0.801350486022545
"1209","IDP509",2567.88,0.477045385209599
"1210","IDP11",2567.89,0.497268487842599
"1211","gpm652a",2568.23,0.627595312111989
"1212","csu303",2569.34,0.991611840311373
"1213","csu845",2572.34,0.49763846597046
"1214","IDP2379",2578.42,0.959204019713472
"1215","AY111254",2586.28,0.760133371159437
"1216","IDP2591",2592.73,0.789780695631595
"1217","IDP351",2594.77,0.781249179222838
"1218","jpsb107c",2598.24,0.0418323080600769
"1219","IDP477",2598.84,0.44806130900814
"1220","jpsb443",2602.64,0.330269569545967
"1221","jpsb106",2602.74,0.380893580028909
"1222","gpm89c",2604.33,0.341035635240482
"1223","lim182",2613.14,0.601307219907904
"1224","IDP284",2614.13,0.534365982865569
"1225","umc2008",2617.14,0.0319570453315389
"1226","umc2277",2617.64,0.032135246292867
"1227","umc1813",2618.64,0.0287407857042055
"1228","IDP406",2619.06,0.0303585401754485
"1229","bnlg1536",2622.24,0.0800533969905499
"1230","IDP624",2627.14,0.795642822547765
"1231","bnlg1754",2627.15,0.838980548369971
"1232","npi457",2628.35,0.181377533232808
"1233","npi425a",2630.05,0.238164112490215
"1234","bnlg1496",2631.05,0.765180161354163
"1235","IDP9",2631.77,0.762254790365817
"1236","gpm591a",2635.12,0.794016225152379
"1237","AY110567",2639.15,0.651211549452321
"1238","IDP518",2640.55,0.88688374806503
"1239","IDP398",2644.45,0.767903846837462
"1240","IDP152",2651.23,0.447147134171138
"1241","gpm660c",2659.88,0.742033334785056
"1242","npi420",2661.75,0.275656267696807
"1243","gpm365d",2663.6,0.739372577428435
"1244","IDP253",2666.41,0.891335795287934
"1245","IDP1480",2668.43,0.952639162408355
"1246","IDP116",2672.3,1
"1247","umc1641",2677.05,0.940588922024337
"1248","gpm34a",2677.11,0.72503085735676
"1249","IDP2394",2678.19,0.492408651049253
"1250","IDP798",2679.01,0.497432241341383
"1251","IDP58",2681.57,0.361980932444722
"1252","IDP3907",2683.36,0.371045715191967
"1253","gpm253a",2685.78,0.0464799100722741
"1254","IDP545",2693.08,0.293150752070255
"1255","lim96",2693.65,0.399658696261915
"1256","IDP2566",2693.79,0.630318838327415
"1257","plt2",2697.55,0.931709245523053
"1258","IDP3833",2697.56,0.905908217809967
"1259","umc255b",2700.06,0.75202229745604
"1260","IDP158",2700.07,0.705203811532586
"1261","gpm34i",2716.78,0.24957615499771
"1262","gpm34c",2745.08,0.148603221025861
"1263","gpm880d",2755,0.00354299574685002
"1264","umc2278",2760,0.00023331854098374
"1265","ufg26",2761.8,0.000468223462807504
"1266","mtl1",2762.9,0.000642477461782587
"1267","bnlg1434",2764.3,6.33528151577911e-05
"1268","ufg52",2767,1.1722664772118e-05
"1269","mmp192",2773.7,0.0192832564831975
"1270","IDP238",2778.34,0.119346506512227
"1271","csu221",2778.7,0.271967196330064
"1272","umc2279",2782.9,0.671114019257396
"1273","umc1228",2783.4,0.943644769764761
"1274","IDP462",2783.52,0.942444365288241
"1275","mmp174",2790.4,0.0450924497302908
"1276","bx4",2797.5,0.0719113570706121
"1277","gpm741a",2801.56,0.261691854528561
"1278","cyp5",2806.6,0.0227246480932728
"1279","gpm521b",2822.79,0.0224971433887544
"1280","IDP1659",2829.72,0.378090458865637
"1281","IDP483",2831.51,0.642637349506986
"1282","gpm848b",2836.95,0.0334180020329404
"1283","umc1757",2841,0.00286342601378886
"1284","IDP3934",2846.33,0.026618038706415
"1285","IDP2397",2859,0.0314754247185304
